
-RR- Quantum Slice: 3
Time	Process	Event
----------------------------
   0	   1
   3	   1
   6	   2
   9	   1
  12	   3
  15	   4
  18	   5
  21	   1
  24	   6
  27	   3
  29	   7
  32	   4
  35	   8
  38	   5
  41	   9
  44	  10
  47	   1
  50	   6
  51	  11
  52	   7
  53	  12
  56	  13
  59	   8
  60	  14
  63	   5
  64	  15
  67	   9
  69	  10
  72	   1
  75	  13
  76	  14
  79	  15
  80	  10
  83	   1
  86	  14
  87	  10
  88	   1
Average Waiting Time: 34.80
